#{"t_start": 1607029383.054191, "env_id": null}
r,l,t
1.238095,11,120.302433
1.190476,9,120.34463
-0.761905,11,120.553435
1.142857,7,120.588674
1.285714,13,120.650952
1.285714,13,120.712155
1.190476,9,120.755187
1.119048,6,120.784787
-9.761905,11,120.834991
1.119048,6,120.863741
-9.738095,12,120.919093
-0.857143,7,120.953637
1.190476,9,120.996673
1.214286,10,121.045112
-0.809524,9,121.091133
1.238095,11,121.144129
-0.809524,9,121.188086
1.380952,17,121.266334
1.071429,4,121.286576
1.261905,12,121.344409
-0.690476,14,121.408587
-0.785714,10,121.459483
1.261905,12,121.515314
-0.738095,12,121.572012
-9.690476,14,121.638853
1.119048,6,121.66738
1.095238,5,121.691099
-0.928571,4,121.711784
1.333333,15,121.935622
1.285714,13,121.993773
1.190476,9,122.035945
1.119048,6,122.065312
1.285714,13,122.125383
-9.761905,11,122.174262
-0.833333,8,122.213926
1.238095,11,122.266239
1.238095,11,122.318154
1.333333,15,122.38551
1.142857,7,122.418622
-0.809524,9,122.46235
1.190476,9,122.505611
-9.738095,12,122.558912
1.214286,10,122.606516
-0.928571,4,122.628938
1.261905,12,122.683359
-0.809524,9,122.725471
-0.833333,8,122.769184
1.238095,11,122.82018
-0.809524,9,122.864292
-0.785714,10,122.912559
1.142857,7,122.946589
1.095238,5,122.97194
-9.738095,12,123.025593
-0.833333,8,123.064195
-9.714286,13,123.27604
1.142857,7,123.312256
1.333333,15,123.383571
-0.761905,11,123.4385
-9.690476,14,123.50629
-9.761905,11,123.556462
-0.833333,8,123.597585
1.285714,13,123.658088
1.285714,13,123.720031
1.166667,8,123.756394
-0.809524,9,123.800797
1.095238,5,123.825044
-0.761905,11,123.877443
1.285714,13,123.937352
-9.690476,14,124.002134
-0.880952,6,124.032346
-9.690476,14,124.095182
1.166667,8,124.134453
1.119048,6,124.164039
-0.785714,10,124.211776
-0.833333,8,124.250476
1.285714,13,124.311423
1.309524,14,124.377236
-0.714286,13,124.439749
-0.714286,13,124.679812
-0.761905,11,124.732866
-9.833333,8,124.770051
-0.857143,7,124.805627
-0.857143,7,124.841834
1.142857,7,124.875031
-0.857143,7,124.911391
-0.809524,9,124.954964
-9.690476,14,125.017701
-9.738095,12,125.07193
1.119048,6,125.102412
-0.857143,7,125.139036
1.095238,5,125.16426
1.333333,15,125.236829
1.190476,9,125.280607
1.190476,9,125.3224
-0.857143,7,125.356499
-9.690476,14,125.420722
1.119048,6,125.44959
1.142857,7,125.483413
-9.738095,12,125.541976
-0.904762,5,125.567773
-0.714286,13,125.630169
-0.785714,10,125.677463
1.166667,8,125.715128
1.238095,11,125.768307
1.238095,11,125.821644
1.285714,13,125.881873
1.142857,7,126.102725
-0.738095,12,126.163352
-0.785714,10,126.213134
1.119048,6,126.243134
-0.880952,6,126.276687
-9.761905,11,126.328032
-9.738095,12,126.384381
1.166667,8,126.423366
1.214286,10,126.470594
-0.761905,11,126.525381
1.190476,9,126.566537
1.071429,4,126.586522
1.261905,12,126.644196
1.238095,11,126.696471
-9.833333,8,126.734535
1.142857,7,126.768734
-0.738095,12,126.831306
-9.714286,13,126.896552
-0.761905,11,126.953275
-9.714286,13,127.013905
-0.904762,5,127.040848
1.261905,12,127.097812
-9.666667,15,127.166629
-0.809524,9,127.212068
-0.857143,7,127.247972
1.285714,13,127.307946
1.166667,8,127.512794
-0.761905,11,127.571642
-0.761905,11,127.626218
-0.738095,12,127.685486
1.190476,9,127.7277
-9.738095,12,127.780812
1.166667,8,127.818541
1.261905,12,127.873143
-0.761905,11,127.925893
-0.833333,8,127.964476
1.261905,12,128.01902
-0.857143,7,128.054041
-0.785714,10,128.101373
1.214286,10,128.147843
1.166667,8,128.185834
1.142857,7,128.218338
1.142857,7,128.252038
1.166667,8,128.290168
1.214286,10,128.336377
1.190476,9,128.378728
1.214286,10,128.426299
-0.666667,15,128.494512
1.166667,8,128.533159
-9.833333,8,128.573095
-0.809524,9,128.620342
1.309524,14,128.687465
1.119048,6,128.895118
-9.785714,10,128.944106
-0.785714,10,128.993469
-0.761905,11,129.048461
1.238095,11,129.100374
-0.738095,12,129.158842
-9.690476,14,129.22006
-0.761905,11,129.27087
1.214286,10,129.316585
1.214286,10,129.362163
1.095238,5,129.387341
-0.809524,9,129.429995
-0.880952,6,129.458699
-9.714286,13,129.517473
1.261905,12,129.575414
1.238095,11,129.628733
-0.738095,12,129.685004
1.285714,13,129.745481
-0.714286,13,129.80906
-0.904762,5,129.834276
1.238095,11,129.88612
1.333333,15,129.955579
1.142857,7,129.989357
1.190476,9,130.030223
-9.857143,7,130.062024
1.261905,12,130.277841
-9.595238,18,130.360307
1.214286,10,130.407511
-9.761905,11,130.457452
-9.714286,13,130.514965
-0.833333,8,130.556791
-9.738095,12,130.614642
-0.642857,16,130.689497
-9.642857,16,130.761019
1.404762,18,130.843801
1.095238,5,130.869644
1.238095,11,130.920408
-0.785714,10,130.968087
-0.809524,9,131.011393
-9.761905,11,131.062053
1.119048,6,131.092474
1.142857,7,131.127045
-9.785714,10,131.171133
-0.785714,10,131.219618
1.261905,12,131.271535
1.142857,7,131.303676
-0.833333,8,131.344045
1.261905,12,131.399412
-0.809524,9,131.442146
1.119048,6,131.634084
-9.738095,12,131.689734
1.142857,7,131.72179
1.190476,9,131.762497
1.190476,9,131.804957
1.166667,8,131.841439
-0.785714,10,131.888125
1.142857,7,131.921049
-0.761905,11,131.972064
1.380952,17,132.047944
1.285714,13,132.107289
1.261905,12,132.16359
1.095238,5,132.18793
1.214286,10,132.233209
-0.833333,8,132.273063
-0.904762,5,132.299663
1.214286,10,132.344816
-9.714286,13,132.402214
-9.785714,10,132.447811
1.119048,6,132.477261
1.333333,15,132.546359
-9.547619,20,132.63646
-9.714286,13,132.695903
1.357143,16,132.768914
-0.928571,4,132.790738
1.309524,14,133.031427
-0.761905,11,133.087084
1.119048,6,133.117678
-0.880952,6,133.148713
-9.642857,16,133.222326
-9.666667,15,133.289736
1.261905,12,133.345392
-9.761905,11,133.398354
-0.833333,8,133.439777
-9.738095,12,133.496358
-0.714286,13,133.561278
-0.833333,8,133.603997
1.142857,7,133.640092
-9.809524,9,133.680254
1.285714,13,133.738906
1.142857,7,133.771218
1.309524,14,133.836735
1.214286,10,133.886025
-0.833333,8,133.925675
1.190476,9,133.968478
1.309524,14,134.033148
-9.761905,11,134.085474
1.238095,11,134.139185
-0.761905,11,134.19363
-0.738095,12,134.420037
-0.857143,7,134.455523
-0.809524,9,134.500635
-9.666667,15,134.570196
1.309524,14,134.642281
-0.666667,15,134.71176
1.190476,9,134.754288
1.238095,11,134.803802
1.095238,5,134.827633
1.261905,12,134.882528
-9.666667,15,134.950086
-0.785714,10,134.999379
1.095238,5,135.023294
1.190476,9,135.066859
1.142857,7,135.098405
1.190476,9,135.140243
1.214286,10,135.184688
-0.761905,11,135.238094
-9.761905,11,135.2876
1.285714,13,135.34712
-9.785714,10,135.392749
-0.809524,9,135.43489
1.238095,11,135.483759
-9.833333,8,135.520166
1.261905,12,135.734672
1.214286,10,135.782482
1.166667,8,135.821312
1.309524,14,135.888664
1.214286,10,135.937628
1.285714,13,136.001954
-0.785714,10,136.049264
-9.690476,14,136.113974
-0.666667,15,136.185121
-9.690476,14,136.249001
1.261905,12,136.306388
1.190476,9,136.349817
1.095238,5,136.375612
1.238095,11,136.427166
-9.714286,13,136.483663
1.238095,11,136.534719
-0.857143,7,136.569824
-0.714286,13,136.635789
1.238095,11,136.687572
1.190476,9,136.731391
1.214286,10,136.777845
1.119048,6,136.80591
1.261905,12,136.861419
1.071429,4,136.88196
1.095238,5,136.907087
1.119048,6,136.936728
-0.761905,11,137.176193
-0.690476,14,137.244704
-9.738095,12,137.2991
1.309524,14,137.362681
-0.904762,5,137.387775
1.190476,9,137.431033
-9.666667,15,137.497825
1.119048,6,137.526437
-0.714286,13,137.58608
-9.738095,12,137.645848
-0.833333,8,137.684921
1.214286,10,137.731156
1.190476,9,137.775298
-0.666667,15,137.847066
-9.690476,14,137.911381
1.142857,7,137.945777
1.285714,13,138.006782
1.142857,7,138.041132
-0.809524,9,138.087251
-0.785714,10,138.136167
-9.714286,13,138.197592
-0.761905,11,138.249861
-0.785714,10,138.30112
1.119048,6,138.33071
-0.761905,11,138.537873
-0.690476,14,138.603345
-0.714286,13,138.668508
1.142857,7,138.701778
1.071429,4,138.720989
1.166667,8,138.758907
-0.833333,8,138.79759
1.190476,9,138.841827
1.071429,4,138.862345
-0.809524,9,138.906041
-0.714286,13,138.968088
-9.714286,13,139.026682
-9.666667,15,139.095687
1.214286,10,139.143463
1.095238,5,139.168057
1.142857,7,139.202965
1.142857,7,139.235737
1.261905,12,139.292478
1.166667,8,139.32972
1.190476,9,139.37177
-0.761905,11,139.422801
-0.809524,9,139.465764
-0.785714,10,139.511774
1.095238,5,139.535312
-0.833333,8,139.574551
1.309524,14,139.63958
1.214286,10,139.69221
-9.690476,14,139.922155
-0.904762,5,139.948583
1.190476,9,139.992537
-0.833333,8,140.030898
1.166667,8,140.071708
1.142857,7,140.105353
-0.833333,8,140.145719
-0.690476,14,140.212588
-9.666667,15,140.27987
1.261905,12,140.335362
-0.714286,13,140.394656
1.142857,7,140.426947
-9.690476,14,140.491846
1.333333,15,140.559518
1.095238,5,140.583452
1.238095,11,140.636647
-0.666667,15,140.709309
1.285714,13,140.769498
-9.642857,16,140.841846
-0.761905,11,140.895471
1.261905,12,140.952214
-0.880952,6,140.982542
-0.785714,10,141.031909
-0.738095,12,141.08772
1.142857,7,141.296444
1.214286,10,141.34345
1.190476,9,141.3874
1.238095,11,141.437336
1.309524,14,141.502917
-9.738095,12,141.557643
-0.809524,9,141.600028
1.309524,14,141.663431
-0.833333,8,141.703459
1.071429,4,141.724171
1.095238,5,141.74787
1.095238,5,141.773006
1.166667,8,141.811799
1.095238,5,141.836434
1.095238,5,141.861311
-9.714286,13,141.92082
-0.690476,14,141.987799
1.190476,9,142.032056
-0.809524,9,142.076407
-0.785714,10,142.126559
-0.738095,12,142.184136
1.261905,12,142.238761
1.214286,10,142.284859
-9.642857,16,142.355798
1.214286,10,142.40151
1.142857,7,142.433833
1.261905,12,142.490122
1.190476,9,142.701012
1.214286,10,142.749806
-0.714286,13,142.812555
1.166667,8,142.852163
1.214286,10,142.900844
1.190476,9,142.944129
1.142857,7,142.977828
1.190476,9,143.020858
1.071429,4,143.042245
-0.761905,11,143.095655
1.238095,11,143.147573
1.214286,10,143.194915
-0.880952,6,143.225571
1.238095,11,143.277584
-0.833333,8,143.316357
1.119048,6,143.345246
-0.833333,8,143.386091
1.142857,7,143.42155
1.166667,8,143.459143
1.238095,11,143.512156
-0.880952,6,143.543112
-0.690476,14,143.610622
1.190476,9,143.655052
1.119048,6,143.683039
-9.714286,13,143.743559
1.261905,12,143.799504
1.285714,13,143.85977
-0.880952,6,143.890902
1.190476,9,144.101486
-0.880952,6,144.131681
1.285714,13,144.193861
-0.714286,13,144.257128
1.190476,9,144.302079
1.119048,6,144.331642
-0.785714,10,144.380451
-0.785714,10,144.427968
1.214286,10,144.47362
1.142857,7,144.505833
1.095238,5,144.529892
1.142857,7,144.562474
1.190476,9,144.604433
1.238095,11,144.657242
-0.809524,9,144.700354
-0.785714,10,144.752131
-0.761905,11,144.805295
1.261905,12,144.862869
-0.857143,7,144.898506
1.261905,12,144.957529
1.190476,9,145.001612
-9.690476,14,145.070361
1.214286,10,145.118133
1.214286,10,145.166392
1.119048,6,145.195872
1.071429,4,145.216267
-9.809524,9,145.258312
-9.666667,15,145.48786
-9.761905,11,145.539784
1.142857,7,145.572124
-0.761905,11,145.623789
1.095238,5,145.650018
-0.761905,11,145.701196
-0.690476,14,145.769847
1.238095,11,145.820143
1.214286,10,145.865506
-9.738095,12,145.920624
1.166667,8,145.959528
-0.809524,9,146.005071
1.166667,8,146.043271
-9.714286,13,146.103378
1.166667,8,146.14317
1.214286,10,146.192898
-0.857143,7,146.227683
1.190476,9,146.271098
-9.785714,10,146.315025
-0.738095,12,146.373299
1.119048,6,146.402778
-0.714286,13,146.46416
-0.904762,5,146.490536
-9.761905,11,146.540176
1.166667,8,146.577279
1.119048,6,146.606234
1.142857,7,146.638367
1.095238,5,146.664497
1.238095,11,146.896046
1.238095,11,146.947098
1.071429,4,146.96804
-0.785714,10,147.016653
-0.761905,11,147.068471
1.166667,8,147.109326
1.142857,7,147.144096
-9.642857,16,147.219867
-0.785714,10,147.269459
1.261905,12,147.328235
1.119048,6,147.358838
-0.833333,8,147.401139
1.214286,10,147.452842
-0.857143,7,147.492193
-0.738095,12,147.555207
1.238095,11,147.609927
1.238095,11,147.66692
-9.785714,10,147.715509
1.166667,8,147.759757
1.119048,6,147.79108
-0.857143,7,147.826091
1.238095,11,147.878469
-0.833333,8,147.921126
1.095238,5,147.947624
-9.738095,12,148.001846
1.119048,6,148.030763
-9.761905,11,148.079996
-9.738095,12,148.295048
-9.857143,7,148.329628
-9.809524,9,148.372328
1.190476,9,148.416664
1.119048,6,148.447466
-0.785714,10,148.49779
-9.785714,10,148.546443
1.119048,6,148.579038
-0.785714,10,148.630388
1.238095,11,148.684116
1.166667,8,148.724648
1.261905,12,148.784173
-0.642857,16,148.860468
-9.738095,12,148.917564
-0.904762,5,148.944838
1.238095,11,148.997397
-0.857143,7,149.032892
-0.904762,5,149.059726
1.095238,5,149.085381
-0.785714,10,149.13477
-9.785714,10,149.181242
1.309524,14,149.246708
-0.857143,7,149.282475
1.095238,5,149.307734
-9.714286,13,149.366616
1.142857,7,149.400558
1.095238,5,149.426417
1.142857,7,149.462099
1.261905,12,149.523433
1.095238,5,149.549672
-0.928571,4,149.739529
1.285714,13,149.807358
1.333333,15,149.882237
1.166667,8,149.921621
1.238095,11,149.977037
1.119048,6,150.008065
1.285714,13,150.070636
1.071429,4,150.091172
1.071429,4,150.111578
-9.642857,16,150.186068
1.071429,4,150.207489
1.261905,12,150.264369
-0.809524,9,150.312038
1.285714,13,150.376063
1.095238,5,150.402593
-0.761905,11,150.457767
-0.857143,7,150.497195
-0.833333,8,150.538719
-0.785714,10,150.590114
1.285714,13,150.650426
1.214286,10,150.698807
1.238095,11,150.750004
1.142857,7,150.786768
1.119048,6,150.817781
1.214286,10,150.866072
1.071429,4,150.88655
-0.904762,5,150.913857
-9.690476,14,150.979574
-9.595238,18,151.227826
-0.833333,8,151.267642
1.190476,9,151.31224
1.095238,5,151.335719
1.142857,7,151.369569
1.261905,12,151.425472
1.214286,10,151.470866
1.166667,8,151.509925
1.357143,16,151.586257
1.261905,12,151.643363
-0.738095,12,151.701918
-9.833333,8,151.739811
1.285714,13,151.804514
1.261905,12,151.859312
1.190476,9,151.900399
-9.761905,11,151.949108
-0.833333,8,151.986596
1.190476,9,152.026479
1.214286,10,152.072038
-0.880952,6,152.10206
-0.690476,14,152.16747
-9.833333,8,152.202854
1.214286,10,152.248993
-9.761905,11,152.297592
1.166667,8,152.335131
1.071429,4,152.354839
1.119048,6,152.534938
-0.857143,7,152.570084
1.285714,13,152.632261
1.285714,13,152.693708
-0.880952,6,152.724469
1.214286,10,152.77414
1.238095,11,152.826191
-9.738095,12,152.880834
1.309524,14,152.944412
-0.761905,11,152.998813
1.285714,13,153.058133
1.166667,8,153.096723
1.119048,6,153.127112
1.214286,10,153.174435
-0.785714,10,153.222503
1.214286,10,153.271262
-0.809524,9,153.31697
1.285714,13,153.380004
-0.785714,10,153.429183
1.214286,10,153.47653
1.238095,11,153.527457
-0.928571,4,153.549659
-0.785714,10,153.597201
-9.714286,13,153.657676
1.214286,10,153.705815
1.261905,12,153.929516
-0.809524,9,153.973907
1.238095,11,154.027864
1.190476,9,154.071191
1.238095,11,154.123919
-0.833333,8,154.162648
-0.833333,8,154.203578
-0.785714,10,154.252445
-0.785714,10,154.302825
1.166667,8,154.341022
-0.642857,16,154.419566
1.238095,11,154.471491
1.261905,12,154.530184
1.214286,10,154.579266
1.190476,9,154.622914
-0.761905,11,154.675637
-0.833333,8,154.718106
1.071429,4,154.738951
1.238095,11,154.79013
1.166667,8,154.830664
-9.785714,10,154.877843
1.142857,7,154.912373
-0.785714,10,154.960993
-9.690476,14,155.026176
1.071429,4,155.048178
1.142857,7,155.083655
-0.738095,12,155.143358
1.309524,14,155.383598
-9.809524,9,155.42327
1.214286,10,155.469129
1.119048,6,155.497453
1.142857,7,155.529096
1.166667,8,155.56542
-0.690476,14,155.632546
1.142857,7,155.66701
-9.761905,11,155.717962
-9.738095,12,155.776529
1.095238,5,155.801153
1.166667,8,155.842502
1.166667,8,155.880435
1.214286,10,155.926596
-0.666667,15,155.996715
-9.738095,12,156.050778
-9.738095,12,156.104019
1.238095,11,156.15538
-9.809524,9,156.196872
1.071429,4,156.216445
-9.785714,10,156.261447
1.238095,11,156.31186
-0.785714,10,156.360559
-9.738095,12,156.414619
-9.761905,11,156.463515
1.119048,6,156.492317
1.119048,6,156.520905
-9.809524,9,156.728654
1.166667,8,156.771921
1.166667,8,156.81129
1.238095,11,156.865427
-9.619048,17,156.941525
1.190476,9,156.984053
1.285714,13,157.046113
-0.738095,12,157.104442
1.190476,9,157.148055
1.214286,10,157.196736
1.095238,5,157.22162
-0.809524,9,157.266666
1.142857,7,157.302034
1.238095,11,157.355733
-0.738095,12,157.412942
-9.666667,15,157.483573
1.166667,8,157.522745
-0.761905,11,157.578925
1.190476,9,157.622557
-9.785714,10,157.671774
1.190476,9,157.715916
-9.714286,13,157.775557
1.261905,12,157.832185
-0.809524,9,157.881403
1.238095,11,157.932843
-9.809524,9,158.138138
-9.619048,17,158.213752
-9.761905,11,158.262975
1.166667,8,158.302322
1.119048,6,158.332648
1.285714,13,158.391766
-0.714286,13,158.452568
1.190476,9,158.494262
1.119048,6,158.522173
1.071429,4,158.542163
-0.761905,11,158.593978
1.119048,6,158.622567
1.190476,9,158.668957
-0.809524,9,158.715433
1.166667,8,158.75413
-0.738095,12,158.812757
1.238095,11,158.865807
1.238095,11,158.919977
1.095238,5,158.944872
-0.880952,6,158.975247
-9.666667,15,159.042655
-0.738095,12,159.101529
1.071429,4,159.121779
1.261905,12,159.1762
1.285714,13,159.235967
-0.738095,12,159.290895
1.333333,15,159.519078
1.238095,11,159.567808
-9.738095,12,159.62474
-9.761905,11,159.678651
-9.785714,10,159.726014
1.261905,12,159.782099
1.357143,16,159.853999
-9.785714,10,159.900821
1.238095,11,159.950823
1.190476,9,159.990215
1.214286,10,160.035675
-0.761905,11,160.087419
1.357143,16,160.160052
-0.714286,13,160.220422
1.071429,4,160.240291
-0.904762,5,160.267066
-0.857143,7,160.303153
-9.785714,10,160.34984
1.119048,6,160.379627
1.142857,7,160.413285
-9.619048,17,160.489652
-9.738095,12,160.545952
-9.761905,11,160.597648
-9.785714,10,160.645753
1.285714,13,160.899904
-9.761905,11,160.953356
1.214286,10,161.002163
1.119048,6,161.032057
-0.761905,11,161.08806
-0.785714,10,161.138867
-0.785714,10,161.189647
-9.761905,11,161.242575
-0.880952,6,161.272458
1.214286,10,161.321729
1.309524,14,161.389555
1.095238,5,161.414559
1.214286,10,161.459832
1.095238,5,161.484603
-9.833333,8,161.520397
-0.785714,10,161.56856
-0.761905,11,161.622798
-0.761905,11,161.675936
1.190476,9,161.720093
-0.714286,13,161.783156
-0.738095,12,161.840425
-0.857143,7,161.876543
1.119048,6,161.907121
1.285714,13,161.966757
1.190476,9,162.009303
1.190476,9,162.052732
-9.785714,10,162.09917
1.214286,10,162.301351
-0.857143,7,162.335489
1.142857,7,162.368969
-0.761905,11,162.421522
1.214286,10,162.4678
-0.857143,7,162.503263
-9.761905,11,162.551647
1.119048,6,162.5802
-0.809524,9,162.624924
1.261905,12,162.679854
1.142857,7,162.713872
-0.785714,10,162.761803
1.238095,11,162.812502
1.166667,8,162.850336
-0.857143,7,162.884824
-9.619048,17,162.966229
1.142857,7,162.999504
1.333333,15,163.065398
1.238095,11,163.11853
-9.738095,12,163.172785
1.142857,7,163.207445
1.309524,14,163.273937
-0.880952,6,163.30473
-0.714286,13,163.369414
1.142857,7,163.403765
1.190476,9,163.446758
1.166667,8,163.643139
1.190476,9,163.68509
1.190476,9,163.726736
1.261905,12,163.782861
1.285714,13,163.842891
-0.761905,11,163.893819
-9.714286,13,163.958299
1.261905,12,164.014323
1.285714,13,164.073577
1.285714,13,164.133003
1.071429,4,164.15242
-0.880952,6,164.181681
1.238095,11,164.233052
1.238095,11,164.283748
1.190476,9,164.326337
1.142857,7,164.359331
1.071429,4,164.378995
-0.809524,9,164.422819
1.142857,7,164.456025
-9.595238,18,164.536782
1.119048,6,164.566074
1.142857,7,164.601357
1.142857,7,164.636164
-0.690476,14,164.703904
-0.666667,15,164.774963
-0.833333,8,164.815012
1.261905,12,165.040751
1.214286,10,165.088355
-0.785714,10,165.138076
1.190476,9,165.181724
1.071429,4,165.202741
1.309524,14,165.267695
1.190476,9,165.311085
1.119048,6,165.341121
1.142857,7,165.375347
-0.761905,11,165.42719
-0.714286,13,165.486995
-0.904762,5,165.512452
-9.642857,16,165.585286
-0.785714,10,165.634819
1.142857,7,165.669153
-9.738095,12,165.726016
1.238095,11,165.778692
-0.857143,7,165.813262
1.285714,13,165.873355
-0.785714,10,165.921357
1.166667,8,165.962273
-0.857143,7,165.997467
-0.738095,12,166.055966
1.214286,10,166.104296
-0.738095,12,166.163798
1.309524,14,166.230065
1.071429,4,166.41469
-0.809524,9,166.458293
1.238095,11,166.509835
1.238095,11,166.559649
1.166667,8,166.597426
-9.714286,13,166.656703
-0.761905,11,166.71382
-9.833333,8,166.753145
-0.761905,11,166.807828
-9.738095,12,166.867218
1.190476,9,166.910789
1.261905,12,166.968918
1.166667,8,167.006809
-0.833333,8,167.046807
-0.809524,9,167.09109
-9.666667,15,167.161739
-0.857143,7,167.197832
1.166667,8,167.238154
1.190476,9,167.282614
1.142857,7,167.316196
1.261905,12,167.37204
1.119048,6,167.401249
1.238095,11,167.452705
1.333333,15,167.522327
1.166667,8,167.560353
-0.785714,10,167.607358
