,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,labels
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,0,0,0,2,0,1,2,1,0,0,1,0,1,2,1,0,0,2,2
156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,2,1,1,1,0,1,0,2,1,2,1,0,2,3
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,1,1,2,0,0,1,2,1,1,2,0,0,2,2
158,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,2,1,0,0,1,0,0,1,1,0,2,1,1,0,2,3
159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,2,1,0,1,1,1,2,2,1,0,1,2,3
160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0,0,2,1,0,0,1,0,0,1,2,1,2,1,0,0,2,1
161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,2,1,1,0,1,1,1,1,2,1,0,2,2
162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,2,1,0,0,2,1,0,1,1,0,2,1,2,0,2,0
163,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,2,1,1,1,0,2,1,1,2,2,2
164,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,2,1,2,0,2,1,1,1,2,2,0,3
165,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,1,0,0,0,0,2,0,1,1,0,1,2,1,0,2,1,0,1
166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,2,0,1,0,2,0,0,2,0,2,0,1,2,1,1,4
167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,2,1,0,0,0,1,2,1,2,2,1,1,3
168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,1,2,0,0,1,1,0,1,2,2,2,1,1,5
169,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,2,0,0,0,1,2,0,1,2,1,1,1
170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,1,2,0,0,0,2,2,1,2,2,1,0,2
171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,2,0,2,1,0,0,0,1,2,2,2,1,1,5
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,2,2,2,1,0,0,0,1,1,2,2,1,1,2
173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,1,0,2,1,1,0,0,2,1,2,1,2,1,0,4
174,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,2,1,2,1,1,4
175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,1,0,0,0,2,1,0,2,0,0,0,1,1,1,2,2,0,1,3
176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,2,1,1,0,2,0,0,2,1,1,2,1,0,0,2,0
177,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,2,0,1,2,0,0,1,2,0,1,2,3
178,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,1,2,1,0,0,1,2,1,1,2,0,0,4
179,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,1,0,1,0,2,0,0,1,0,1,0,2,1,0,2,1,0
180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,0,0,0,0,2,1,1,0,0,0,0,1,1,1,2,0,2,1,1
181,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,2,1,2,0,0,0,2,2,1,1,0,2,0,1
182,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,2,2,0,1,0,0,2,1,1,1,2,1,1
183,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,2,0,1,0,1,1,0,2,0,2,1,2
184,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0,1,0,1,2,0,2,1,2,0,3
185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,2,0,0,0,0,2,0,1,0,1,0,2,1,1,2,0,2,1,0
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,2,0,0,0,1,0,1,1,0,0,0,1,1,1,2,1,2,0,1
187,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,2,0,0,0,1,0,2,1,0,0,0,2,0,1,2,0,2,1,0
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,2,1,0,0,2,1,2,1,1,2,1,3
189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,1,0,1,2,0,1,0,1,2,2,1,1,2,0,3
190,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,2,0,2,2,0,0,1,1,0,1,2,0,2,1,6
191,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,1,2,0,0,0,2,2,1,1,1,2,0,0
192,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,1,0,1,2,0,0,0,1,2,1,1,2,2,0,0
193,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,1,0,0,0,2,1,2,2,1,4
194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,2,2,1,0,0,0,1,1,2,2,2,1,4
195,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,1,0,2,1,1,1,2,2,1,2
196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,1,1,2,0,1,0,1,2,2,1,0,2,0,1,0
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,2,1,2,0,0,1,2,2,1,1,2,1,2
198,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,1,0,2,2,0,0,1,2,0,1,1,2,0,2
199,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,2,0,0,1,2,1,0,2,2,1,2
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,2,1,1,1,1,1,2,2,2,1,1
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,1,2,0,2,0,0,0,1,1,1,2,1,2,0,1,0
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,2,2,0,1,1,0,0,1,2,2,2,1,2
203,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,1,0,0,2,2,0,1,1,0,0,2,1,0,1,2,0,4
204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,2,0,0,0,2,2,1,1,0,0,0,1,1,2,1,2,0,0
205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,2,1,0,1,2,1,1,1,2,2,1,1
206,1,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,2,1,2,0,0,0,0,1,1,2,0,0,0,0,2
207,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,2,1,0,1,0,0,0,1,2,0,2,0,0,0,1,2,0,1,0,1,0,4
208,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,1,0,1,2,0,2,0,1,1,2,2,1,0
209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,1,0,0,0,1,1,0,1,0,2,2,1,1,2,2,5
210,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,2,0,0,0,0,2,0,1,2,0,0,0,1,1,2,1,0,1,0,3
211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,1,0,0,0,0,2,1,1,1,0,0,0,1,2,2,1,0,0,2,2
212,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,1,2,2,1,2,1,1,2,2
213,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,1,2,2,0,0,0,0,2,1,2,1,0,2,2
214,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,1,2,0,1,1,1,0,1,2,0,1,2,3
215,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,2,1,0,0,0,0,0,1,2,0,0,1,1,2,1,2,0,0,2,3
216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,2,0,0,0,1,0,2,1,0,0,0,1,2,2,1,1,0,2,3
217,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,2,1,0,0,1,1,2,2,1,0,1,2,3
218,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,2,0,0,0,2,0,0,1,0,0,0,2,0,0,1,0,0,1,2,0,0,1,0,0,2,2
219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,2,2,1,2,1,1,2,4
220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,2,0,2,2,1,0,0,1,0,1,2,1,0,2,4
221,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,2,0,1,1,0,0,2,1,2,1,1,0,2,3
222,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,2,0,1,1,0,0,0,1,2,2,1,0,0,2,2
223,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,1,0,1,1,0,0,0,1,0,1,2,0,2,1,2,4
224,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,1,1,1,1,2,2,1,2,4
225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,2,0,1,0,1,1,2,1,1,2,1,2,3
226,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,2,0,1,1,2,1,1,2,0,2,1
227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,2,0,1,0,1,2,1,1,1,2,2,2
228,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,2,0,0,0,2,1,1,1,0,2,2,4
229,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,2,0,1,2,1,2,2,5
230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,2,1,1,1,2,2,2,2
231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,2,0,1,2,2,1,1,1,2,3
232,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,2,0,1,1,2,2,0,1,2,2
233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,2,0,1,2,2,1,2,1,2,1
234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,2,1,1,1,1,2,2,1,2,0
235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,1,1,1,2,0,0,1,2,1,1,2,2,4
236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,2,0,0,0,2,0,2,1,0,0,2,1,0,2,1,2,1
237,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,2,1,0,0,0,2,0,1,2,0,0,0,2,1,2,1,0,0,0,0
238,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,2,0,0,1,1,2,1,1,2,4
239,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,1,0,0,0,1,0,0,2,0,2,0,1,1,0,1,0,2,0,1,2,4
240,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,2,0,0,0,2,2,0,1,1,0,0,2,1,0,1,2,2
241,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,2,1,1,0,0,2,1,1,2,1,2,3
242,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,2,0,0,0,2,0,0,1,1,0,1,2,0,0,1,2,0,2,1,0,4
243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,1,0,2,1,0,0,2,2,1,1,2,0,0,2,3
244,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2,0,2,1,0,1,2,2,0,1,2,3
245,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,2,2,0,0,1,2,0,1,1,0,1,2,2,0,1,4
246,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,1,0,1,2,0,0,0,1,0,1,1,0,1,0,2,0,2,1,3
247,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,1,0,2,0,0,0,1,2,0,1,0,0,2,2,1,0,1,0,1,2
248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,1,2,2,0,0,2,1,2,1,1,0,0,2
249,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,2,2,0,1,0,0,1,2,1,1,2,0,4
250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,2,1,0,2,0,0,1,2,2,1,2,0,1,1,1
251,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,2,0,0,0,1,1,2,2,1,1,0,2
252,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,2,0,0,0,0,1,0,1,0,0,0,0,1,2,1,0,0,0,2,1,1,2,0,0,3
253,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,2,2,1,0,0,2,0,1,1,2,2,0,1,0,1
254,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,2,0,0,1,2,2,0,1,0,3
255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,2,1,0,2,0,2,1,2,2,0,1,1,2
256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,1,0,0,0,0,2,1,1,0,2,0,1,1,2,2,0,1,0,2
257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,2,0,2,0,2,2,0,1,0,1,0,2,1,0,1
258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,2,2,1,2,0,1,0,1,2,1,1,1,4
259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,1,0,0,0,2,1,1,2,0,0,0,1,2,2,1,1,4
260,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,2,1,1,1,0,1,1,2,2,1,1
261,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,1,1,1,2,2,1,2,2,2
262,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,2,0,1,0,1,0,0,1,1,1,2,2,0,0,2
263,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,2,0,1,0,0,1,0,1,0,2,0,0,2,0,1,0,2,0,0,4
264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,2,0,1,0,2,1,0,2,2,1,0,2,1,0,5
265,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,2,1,0,2,0,1,0,2,1,1,5
266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,2,0,1,1,2,0,0,1,1,2,2,2,1,0,3
267,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,2,1,0,0,1,1,0,2,2,0,0,1,2,0,1,2,0,0,3
268,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,2,2,0,1,0,0,0,1,2,2,1,0,1,0,4
269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2,0,0,0,2,0,2,1,0,0,0,1,2,2,1,1,1,0,6
270,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,2,2,2,0,0,2,0,1,2,1,0,0,1,0
271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,1,0,2,2,1,0,0,2,0,2,1,2,0,0,1,1
272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,2,0,0,0,2,0,1,2,0,0,2,1,2,1,1,0,0,1,2
273,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,2,0,2,2,1,0,0,1,5
274,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,1,0,1,1,2,2,1,2,0,1,3
275,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,1,0,0,0,0,0,2,1,0,0,1,0,0,2,1,0,0,2,0,0,1,2,0,0,1,0
276,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,2,1,2,1,2,0,0,1,2
277,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,1,0,2,0,1,0,2,2,0,1,0,2,1,1,4
278,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,2,0,0,1,2,0,2,1,0,2,2,1,0,1,0
279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,2,1,0,0,1,2,2,2,1,0,0,2,1,5
280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,2,0,0,2,2,1,2,1,0,2,1,3
281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,2,0,0,0,0,1,1,1,0,0,2,0,2,2,1,0,2,1,3
282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,2,2,0,2,2,0,1,1,2,0,1,1,1
283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,2,2,0,1,0,1,1,2,2,2,1,2,1
284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,2,0,0,2,1,0,2,1,0,2,1,2,0,2,1,0,1
285,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,1,1,2,0,1,0,2,1,2,1,0,1,2,5
286,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,2,0,1,0,2,0,0,1,2,1,0,1,0,0,2,1,2,0,1,0,5
287,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,1,0,0,0,0,0,1,2,0,0,0,0,0,1,2,0,1,0,0,2,1,2,0,1,2,1
288,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,1,0,0,2,0,0,0,2,0,0,1,0,1,0,2,1,1,2,0,1,0,6
289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,1,1,2,0,0,1,0,2,1,2,2,1,1,2,0
290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,2,0,0,0,1,0,2,1,1,1,0,2,0,1,2,2,1,0,2
291,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,1,2,2,0,0,2,0,1,1,2,0,2,2
292,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,1,1,0,2,2,0,0,2,1,0,1,2,0,0,1
293,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,2,2,1,0,0,0,1,2,2,1,0,0,2,1,6
294,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,2,2,2,0,0,0,0,1,2,1,0,0,1,0,2,1,2,0,0,1,1
295,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,2,0,0,1,1,0,0,1,2,0,1,2,1,0,1,4
296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,2,0,2,0,2,1,0,1,1,2,1,2,2,0,1,1
297,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,2,2,1,0,1,2,2,1,2,1,0,1,4
298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,0,0,0,0,1,2,2,0,1,1,0,2,2,1,0,2,1,3
299,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,2,2,0,1,1,2,0,1,1,0,2,1,5
300,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,2,2,0,0,1,0,1,1,2,1,0,2,0,2,1,0
301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,2,1,2,1,0,2,1,2,2,2,1,0
302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,2,0,0,0,1,2,0,2,1,0,2,1,1,1,2,1,3
303,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,1,1,0,0,0,1,0,1,2,0,0,0,2,0,1,1,2,0,4
304,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,1,0,1,0,1,0,1,1,0,2,0,2,0,1,2,0,1,0,2,0,0
305,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,1,0,0,2,1,1,0,2,0,0,1,2,1,0,2,0,2
306,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,2,2,1,0,0,2,0,1,1,2,0,2,2
307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,1,0,1,0,2,0,1,2,0,2,1,1,0,2,1,2,3
308,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,1,2,2,2,0,0,0,1,1,2,1,0,2,0,0
309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,2,0,1,0,1,0,0,1,0,1,0,2,1,1,2,2,2,0,6
310,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,2,0,2,1,0,1,2,1,0,1,2,0,2
311,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,2,1,2,2,0,0,0,1,2,1,1,2,2,0,5
312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,1,0,0,0,1,2,0,1,2,0,0,2,1,2,1,1,0,0,1,0
