,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,labels
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,1,2,0,2,2,1,2,1,2,1,3
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,2,1,2,0,0,1,2,2,1,2,0,4
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,2,2,1,1,2,1,0,2,2,1,5
132,0,1,0,2,0,0,0,0,1,0,2,0,0,0,0,2,0,1,0,0,0,0,2,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,1,0
133,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,2,0,0,0,1,1,1,2,0,0,0,2,2,1,1,0,0,0,2
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,2,0,2,0,1,0,2,1,0,2,1,1,0,2,4
135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,0,0,0,1,0,1,1,1,0,0,2,0,1,2,2,0,0,2,3
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,0,0,1,0,0,2,1,0,0,2,0,1,2,1,1,0,2,3
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,1,2,0,0,2,1,0,1,2,0,1,2,5
138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,1,2,1,1,0,2,1,2,2,3
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,1,0,1,2,2,2,1,2,0,1,2,3
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2,0,0,2,1,0,2,1,0,0,1,2,0,2,1,1,5
141,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,2,1,2,1,2,0,2,1,5
142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,2,0,0,1,0,1,2,2,0,0,1,2,1,2,1,0,0,3
143,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,2,1,0,1,1,0,2,1,2,0,1
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,2,0,0,1,2,0,1,1,0,0,2,1,0,1,2,1,2
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,2,2,0,1,2,0,0,1,2,0,1,2,0,0,1,0
146,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,1,0,2,1,0,0,1,2,0,1,1,2,0,1,4
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,2,0,2,0,2,0,1,1,0,1,2,2,0,1,3
148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,2,0,0,0,2,0,2,1,1,2,1,1,0,2,1,2
149,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,1,0,0,0,1,2,0,1,0,0,0,1,1,2,2,0,0,0,2
150,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,2,2,0,2,0,2,1,2,1,0,1,0,0
151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,2,0,0,0,2,0,1,2,0,1,1,1,2,1,1,0,0
152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,2,1,2,0,1,0,0,2,2,1,2,1,1,0,4
153,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,2,2,2,0,0,0,0,1,1,1,0,0,0,0,2,1,2,0,0,1,0,5
154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,2,2,1,0,0,0,1,2,1,2,2,0,1,1,0
